gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,Churn,TicketMedio,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,NumServicos,Risk_Score,Risk_Tier
1,0,0,0,7,0,0,0,0,1,1,0,0,1,1,35.5,0,35.65,0,0,1,0,0,2,41,Risco Medio
0,0,0,0,51,1,0,0,0,0,0,1,1,1,0,87.55,0,87.7627450980392,1,0,1,0,0,3,38,Risco Medio
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,45.15,1,46.27222222222222,0,0,0,1,0,1,60,Risco Medio
0,0,0,0,9,1,0,0,0,0,0,1,1,0,1,88.4,0,87.62222222222222,1,0,0,0,1,3,84,Alto Risco
1,0,0,0,4,1,0,0,0,0,1,0,0,0,1,50.8,0,50.575,0,0,0,0,1,2,55,Risco Medio
1,0,1,0,71,1,1,1,1,1,0,1,0,2,1,99.0,0,98.51549295774647,1,0,0,1,0,6,18,Baixo Risco
0,0,1,1,50,1,1,0,0,0,0,1,0,0,1,84.4,1,82.323,1,0,0,0,0,3,56,Risco Medio
0,1,1,1,24,1,0,0,0,1,0,1,1,2,1,96.55,0,94.31041666666664,1,0,0,1,0,4,56,Risco Medio
1,0,1,0,22,1,0,1,0,0,0,1,0,1,1,59.75,0,62.470454545454544,0,0,0,0,0,3,31,Risco Medio
1,0,0,0,44,1,1,1,1,1,0,1,1,0,1,111.5,0,111.70795454545454,1,0,0,1,0,7,70,Risco Medio
0,0,1,1,33,1,1,0,0,0,0,0,0,0,0,24.25,0,25.40909090909091,0,1,0,0,0,2,18,Baixo Risco
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,75.1,1,75.1,1,0,0,1,0,2,88,Alto Risco
0,0,1,0,54,1,1,0,0,0,0,1,1,1,1,70.15,1,68.80833333333334,0,0,1,0,0,4,29,Baixo Risco
1,0,0,0,42,1,1,0,1,0,0,1,1,0,1,101.75,1,101.74880952380953,1,0,0,1,0,5,79,Alto Risco
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45.8,1,45.8,0,0,0,1,0,1,65,Risco Medio
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.5,0,20.5,0,1,0,0,1,1,36,Risco Medio
1,0,0,0,30,1,0,1,1,0,1,1,0,1,0,70.4,0,68.15833333333333,0,0,0,1,0,5,20,Baixo Risco
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30.55,0,30.55,0,0,0,0,1,1,56,Risco Medio
1,0,1,1,16,1,1,1,1,0,1,1,1,0,0,84.9,0,87.390625,0,0,0,1,0,7,46,Risco Medio
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,20.1,1,20.1,0,1,0,0,1,1,44,Risco Medio
1,0,1,0,9,0,0,0,0,0,1,1,0,0,0,40.65,1,36.55,0,0,0,0,1,2,56,Risco Medio
1,1,1,0,46,1,1,0,0,1,0,1,1,0,1,101.0,1,101.74021739130436,1,0,0,1,0,5,81,Alto Risco
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,69.1,1,69.1,1,0,0,1,0,1,85,Alto Risco
1,0,1,0,71,1,0,1,0,0,1,0,0,2,0,54.5,0,53.21408450704225,0,0,0,0,0,3,3,Baixo Risco
1,0,0,0,43,1,1,0,0,0,0,0,0,0,1,75.35,0,73.52093023255814,1,0,1,0,0,2,61,Risco Medio
1,0,1,0,50,0,0,1,0,0,1,1,0,1,1,44.45,0,43.769,0,0,0,0,0,3,17,Baixo Risco
0,0,0,0,13,1,1,0,0,0,0,0,0,0,1,75.0,1,76.88076923076923,1,0,0,0,1,2,79,Alto Risco
1,0,1,1,19,1,0,0,1,0,1,1,1,1,0,100.0,1,99.40263157894738,1,0,0,0,0,5,43,Risco Medio
0,0,0,0,41,1,1,0,0,1,0,1,1,0,0,98.05,0,97.33170731707315,1,0,0,0,0,5,66,Risco Medio
0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,71.15,1,71.15,1,0,0,1,0,1,87,Alto Risco
0,0,0,0,24,0,0,0,1,1,0,1,1,0,1,54.15,1,51.677083333333336,0,0,1,0,0,4,62,Risco Medio
0,0,1,0,40,1,1,0,1,0,0,1,0,1,0,63.9,0,65.875,0,0,0,0,0,4,23,Baixo Risco
0,0,1,1,3,1,1,0,1,1,0,1,0,0,1,69.15,0,78.33333333333333,0,0,0,0,0,5,63,Risco Medio
0,0,0,0,37,1,1,1,0,0,0,1,0,1,0,64.65,0,63.4554054054054,0,0,0,0,0,4,21,Baixo Risco
0,0,1,1,67,1,1,1,0,1,1,1,1,2,1,108.75,1,106.8089552238806,1,0,1,0,0,7,12,Baixo Risco
0,0,1,1,32,1,1,0,1,0,0,1,1,0,1,98.85,0,96.55,1,0,0,1,0,5,77,Alto Risco
0,0,1,0,6,1,0,0,0,0,1,0,0,0,1,49.15,1,45.13333333333333,0,0,0,1,0,2,60,Risco Medio
0,0,1,1,32,1,1,1,0,0,0,1,0,0,0,89.6,0,90.68125,1,0,0,1,0,4,60,Risco Medio
0,0,0,0,59,1,1,0,1,1,0,0,0,0,1,83.25,0,83.88305084745764,1,0,0,1,0,4,57,Risco Medio
0,0,1,0,30,1,0,0,1,1,1,0,1,1,0,70.25,0,73.29666666666667,0,0,0,0,0,5,19,Baixo Risco
1,0,0,1,20,1,0,0,0,0,0,0,0,0,1,19.4,1,18.725,0,1,0,1,0,1,35,Risco Medio
0,0,1,1,27,1,1,0,0,0,0,0,0,2,0,24.5,0,28.22037037037037,0,1,0,1,0,2,10,Baixo Risco
0,1,0,0,20,1,1,1,0,0,0,0,0,0,1,79.15,1,76.045,1,0,0,1,0,3,77,Alto Risco
1,0,0,1,9,1,0,0,0,0,0,0,0,1,0,20.1,0,21.13888888888889,0,1,0,0,1,1,17,Baixo Risco
0,0,1,1,68,1,1,1,1,1,0,1,0,1,1,73.0,0,75.92647058823529,0,0,1,0,0,6,9,Baixo Risco
0,0,1,1,69,1,1,1,0,0,1,0,0,2,0,61.4,0,58.83840579710145,0,0,1,0,0,4,3,Baixo Risco
1,0,0,0,26,1,1,0,0,1,1,0,0,0,1,84.3,0,87.75384615384615,1,0,0,0,1,4,66,Risco Medio
1,0,1,1,69,1,0,0,0,0,0,0,0,2,0,19.9,0,19.66231884057971,0,1,0,0,0,1,2,Baixo Risco
1,0,0,0,11,1,0,0,0,0,0,0,0,2,0,20.4,0,21.04090909090909,0,1,0,0,1,1,11,Baixo Risco
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,50.75,0,50.75,0,0,0,0,1,2,62,Risco Medio
1,0,1,1,10,1,0,0,0,0,0,0,0,1,0,20.45,0,24.24,0,1,0,0,1,1,16,Baixo Risco
0,0,1,1,55,1,1,1,1,0,1,0,1,1,1,75.75,0,77.53181818181818,0,0,0,0,0,6,11,Baixo Risco
1,0,0,0,44,1,0,1,0,0,1,1,0,1,0,65.4,0,63.05795454545455,0,0,0,1,0,4,17,Baixo Risco
1,1,1,0,46,1,0,0,0,0,0,0,1,0,1,80.4,1,78.37391304347825,1,0,0,1,0,2,73,Alto Risco
1,0,1,1,69,1,0,1,1,1,0,0,0,2,1,59.75,0,58.984057971014494,0,0,0,0,0,4,3,Baixo Risco
1,1,0,0,11,1,0,0,0,0,0,0,1,0,1,78.5,0,79.47272727272728,1,0,0,1,0,2,87,Alto Risco
0,0,1,0,11,1,1,0,1,0,0,1,1,0,1,102.0,1,104.12272727272726,1,0,0,1,0,5,88,Alto Risco
1,0,0,0,29,1,0,0,0,1,0,0,0,0,0,48.95,0,45.6448275862069,0,0,0,0,0,2,36,Risco Medio
0,0,1,0,57,1,1,1,0,0,0,1,1,0,1,99.65,0,96.43947368421053,1,0,0,1,0,5,64,Risco Medio
1,0,0,0,28,1,0,0,0,0,0,0,0,1,0,18.25,0,19.09642857142857,0,1,1,0,0,1,12,Baixo Risco
0,0,0,0,42,1,0,1,0,1,0,0,0,0,0,54.55,0,58.45357142857144,0,0,1,0,0,3,21,Baixo Risco
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,20.65,1,19.35,0,1,0,0,1,1,35,Risco Medio
1,0,0,1,23,0,0,1,1,0,1,0,0,1,0,40.65,0,41.19130434782608,0,0,0,0,0,3,15,Baixo Risco
0,0,1,1,18,1,0,0,0,0,0,0,0,0,0,20.45,0,19.83333333333333,0,1,0,0,1,1,22,Baixo Risco
1,0,1,1,62,1,1,0,0,0,0,0,0,1,0,24.8,0,23.81048387096774,0,1,0,0,0,2,5,Baixo Risco
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,70.8,1,70.8,1,0,0,0,1,1,80,Alto Risco
1,0,0,0,16,1,1,0,0,0,1,0,1,0,1,89.05,1,90.5375,1,0,1,0,0,4,75,Alto Risco
0,0,0,0,3,1,1,0,0,0,0,1,1,0,1,96.6,1,97.3,1,0,0,1,0,4,92,Alto Risco
1,0,0,0,67,1,1,1,1,1,1,1,1,1,1,88.8,0,88.10671641791045,0,0,0,0,0,8,12,Baixo Risco
1,0,0,0,62,1,0,0,0,0,0,0,0,2,1,20.05,0,19.381451612903227,0,1,1,0,0,1,4,Baixo Risco
0,0,1,0,57,1,1,0,1,1,0,1,1,0,1,104.5,1,103.88333333333334,1,0,1,0,0,6,58,Risco Medio
1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,69.8,0,73.325,1,0,0,1,0,1,85,Alto Risco
0,0,1,1,23,1,1,1,0,1,1,1,0,2,1,77.15,0,76.49565217391304,0,0,0,0,0,6,13,Baixo Risco
0,0,0,1,25,0,0,1,0,0,1,0,0,2,0,35.05,0,33.778,0,0,0,0,0,2,9,Baixo Risco
0,1,0,0,72,1,1,0,1,1,1,1,1,2,1,108.1,0,107.97291666666666,1,0,0,0,0,7,19,Baixo Risco
0,0,1,0,2,1,1,0,0,0,0,1,0,0,1,84.05,0,67.025,1,0,0,1,0,3,88,Alto Risco
0,0,0,0,8,1,0,0,0,0,0,0,0,1,1,20.2,0,17.61875,0,1,0,0,0,1,24,Baixo Risco
0,0,0,0,5,1,1,0,0,0,0,0,0,0,1,50.6,1,49.99,0,0,0,0,1,2,66,Risco Medio
1,0,0,0,35,0,0,0,0,1,0,1,1,0,0,49.2,0,48.61857142857143,0,0,0,1,0,3,62,Risco Medio
1,0,0,0,24,1,1,0,0,0,0,0,0,1,0,24.6,0,24.69375,0,1,0,1,0,2,22,Baixo Risco
0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,71.65,0,67.875,1,0,0,1,0,1,81,Alto Risco
1,0,1,1,72,1,1,1,1,1,1,0,1,2,1,104.9,0,107.39791666666666,1,0,1,0,0,7,8,Baixo Risco
0,0,0,0,41,1,1,1,1,1,1,1,0,0,1,106.5,0,104.44878048780488,1,0,0,1,0,7,57,Risco Medio
1,0,0,1,4,1,0,1,0,0,0,0,0,0,0,49.35,1,54.9125,0,0,0,1,0,2,49,Risco Medio
1,0,0,0,26,1,0,0,1,0,0,0,0,1,0,75.5,0,77.61923076923077,1,0,0,0,0,2,41,Risco Medio
1,0,0,0,7,1,0,0,1,0,0,1,1,0,1,94.25,1,95.57142857142856,1,0,0,1,0,4,88,Alto Risco
0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,68.95,1,68.95,1,0,0,1,0,1,84,Alto Risco
0,0,1,1,4,1,1,0,1,0,1,0,0,0,1,58.5,0,56.2125,0,0,0,0,1,4,49,Risco Medio
1,0,0,0,48,1,0,0,1,1,1,1,1,2,0,78.9,0,78.57291666666667,0,0,1,0,0,6,9,Baixo Risco
1,1,0,0,2,1,1,0,0,0,0,1,1,0,1,93.85,1,98.375,1,0,0,1,0,4,93,Alto Risco
0,1,1,0,12,1,0,1,0,1,1,1,1,1,1,79.2,0,78.65416666666667,0,0,0,1,0,6,46,Risco Medio
1,0,1,0,60,1,1,1,0,1,1,1,1,0,1,109.45,0,109.5475,1,0,0,0,0,7,45,Risco Medio
1,0,0,0,55,1,0,1,0,1,1,0,0,2,1,59.2,0,57.74272727272727,0,0,0,1,0,4,8,Baixo Risco
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,29.15,0,29.15,0,0,0,0,1,1,56,Risco Medio
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.05,0,20.05,0,1,0,0,1,1,37,Risco Medio
1,0,0,0,4,1,1,0,0,0,0,0,0,0,1,76.05,1,79.725,1,0,0,1,0,2,87,Alto Risco
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24.45,1,24.45,0,0,0,0,1,0,71,Alto Risco
0,0,0,0,42,1,0,0,0,1,1,0,1,2,0,66.5,0,65.7797619047619,0,0,1,0,0,4,9,Baixo Risco
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,49.55,0,49.55,0,0,0,0,0,2,45,Risco Medio
1,0,0,0,7,1,1,0,0,1,0,1,0,0,1,89.35,1,90.26428571428572,1,0,1,0,0,4,83,Alto Risco
1,0,0,0,3,1,0,0,0,1,0,0,0,0,1,73.6,0,77.5,1,0,1,0,0,2,78,Alto Risco
0,0,1,0,72,1,1,1,1,1,0,1,1,2,1,82.65,0,82.21319444444445,0,0,1,0,0,7,7,Baixo Risco
1,0,0,0,15,1,1,0,0,0,0,0,0,0,1,49.0,0,49.95,0,0,0,1,0,2,69,Risco Medio
1,0,1,0,4,1,0,0,0,0,0,1,0,0,1,80.35,1,76.85,1,0,0,1,0,2,87,Alto Risco
0,0,0,0,11,1,1,0,0,0,0,0,0,1,0,25.2,0,22.286363636363635,0,1,0,1,0,2,28,Baixo Risco
0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,25.45,0,26.95,0,1,0,0,1,2,39,Risco Medio
0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,55.8,1,55.8,0,0,0,1,0,3,66,Risco Medio
1,0,1,0,72,1,1,1,0,1,1,1,1,2,1,110.9,0,114.45625,1,0,1,0,0,7,14,Baixo Risco
0,0,1,0,55,1,1,0,1,0,0,0,0,0,1,77.75,0,77.57090909090908,1,0,1,0,0,3,48,Risco Medio
0,0,1,1,40,1,1,0,0,0,0,0,0,0,1,26.2,0,26.9375,0,1,0,1,0,2,28,Baixo Risco
0,0,1,0,57,1,0,0,0,0,0,0,0,2,0,19.9,0,19.5719298245614,0,1,0,0,0,1,3,Baixo Risco
1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,79.05,1,79.05,1,0,0,1,0,2,88,Alto Risco
1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,95.0,1,95.0,1,0,0,1,0,4,86,Alto Risco
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.2,1,25.2,0,0,0,0,1,0,63,Risco Medio
1,1,1,1,52,1,1,0,1,1,0,1,1,1,1,80.85,0,78.45288461538462,0,0,0,1,0,6,36,Risco Medio
1,1,0,0,41,1,1,0,0,1,0,1,1,0,1,98.4,1,102.14024390243902,1,0,0,1,0,5,83,Alto Risco
1,0,1,0,43,1,0,0,0,0,0,1,0,1,1,56.35,0,55.608139534883726,0,0,0,0,1,2,29,Baixo Risco
0,0,1,1,47,1,0,0,0,0,0,0,0,2,0,19.3,0,18.9468085106383,0,1,0,0,0,1,3,Baixo Risco
1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,50.4,0,45.75,0,0,0,0,0,2,59,Risco Medio
1,1,1,1,66,1,1,1,1,1,1,1,0,2,0,79.4,1,78.10000000000001,0,0,1,0,0,7,3,Baixo Risco
1,0,1,1,55,1,0,0,0,1,1,0,0,2,1,55.25,0,56.72545454545455,0,0,1,0,0,3,6,Baixo Risco
1,0,0,0,29,1,0,0,0,0,0,0,0,1,0,19.1,0,18.25862068965517,0,1,0,0,1,1,13,Baixo Risco
0,0,0,1,12,1,1,0,0,0,0,1,0,0,1,84.05,0,80.54583333333333,1,0,0,1,0,3,84,Alto Risco
0,0,1,0,66,1,1,0,1,1,0,1,1,0,1,105.2,0,105.10378787878788,1,0,0,1,0,6,64,Risco Medio
1,1,0,0,35,1,1,0,0,1,0,1,1,0,1,101.4,1,99.89428571428572,1,0,0,1,0,5,85,Alto Risco
1,1,1,0,10,1,1,0,0,1,0,0,1,0,1,89.8,1,91.43,1,0,0,1,0,4,89,Alto Risco
1,0,1,1,27,1,1,0,0,0,0,0,0,0,1,75.75,0,71.44444444444444,1,0,0,0,0,2,65,Risco Medio
0,0,0,0,58,1,0,0,0,0,1,1,1,0,1,95.3,0,100.3051724137931,1,0,0,1,0,4,62,Risco Medio
1,0,1,0,54,1,0,1,1,1,1,1,1,2,0,109.75,1,113.15185185185184,1,0,0,0,0,7,12,Baixo Risco
1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,19.85,0,19.866666666666667,0,1,0,0,1,1,32,Risco Medio
1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,19.3,1,14.15,0,1,1,0,0,1,20,Baixo Risco
1,0,0,0,6,1,0,0,0,0,0,0,0,0,1,69.1,0,72.5,1,0,0,1,0,1,84,Alto Risco
0,1,0,0,26,1,0,0,0,0,0,1,1,0,1,91.25,1,90.45384615384616,1,0,0,1,0,3,86,Alto Risco
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,20.25,0,20.683333333333334,0,1,0,0,1,1,31,Risco Medio
1,0,1,0,8,1,0,0,1,1,0,0,0,0,1,54.75,0,55.73125,0,0,0,0,1,3,55,Risco Medio
1,0,0,0,12,1,0,0,0,0,0,1,0,0,1,81.45,0,76.0,1,0,0,1,0,2,85,Alto Risco
0,0,0,0,15,1,1,0,0,0,0,0,0,0,1,49.1,1,45.30333333333333,0,0,0,1,0,2,67,Risco Medio
1,0,1,0,43,1,1,1,0,1,0,1,1,1,1,80.2,0,83.29302325581395,0,0,0,1,0,6,37,Risco Medio
1,0,0,0,42,1,1,0,0,0,1,1,1,0,1,100.3,0,100.54642857142856,1,0,0,1,0,5,75,Alto Risco
0,0,0,0,31,1,1,1,0,1,1,0,0,0,0,65.25,1,64.33225806451613,0,0,1,0,0,5,24,Baixo Risco
0,0,0,1,66,1,1,1,0,1,1,0,0,2,1,90.95,0,89.84924242424243,1,0,1,0,0,5,8,Baixo Risco
0,1,0,0,18,1,1,0,1,0,1,0,0,0,1,85.45,1,83.65833333333333,1,0,0,1,0,4,77,Alto Risco
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.0,0,20.0,0,1,0,0,1,1,37,Risco Medio
1,0,1,0,61,1,1,0,1,0,1,1,0,2,1,94.1,1,92.43114754098362,1,0,0,1,0,5,24,Baixo Risco
1,0,0,0,10,1,1,0,1,0,0,0,0,0,0,79.85,0,79.725,1,0,0,1,0,3,78,Alto Risco
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,71.65,1,71.65,1,0,0,1,0,1,88,Alto Risco
0,1,0,0,18,1,0,0,1,0,0,0,0,0,1,73.55,0,75.525,1,0,0,1,0,2,79,Alto Risco
1,0,1,0,24,1,1,0,1,1,0,1,1,0,1,104.65,1,105.93541666666664,1,0,0,1,0,6,84,Alto Risco
0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,19.3,0,18.23333333333333,0,1,0,0,1,1,29,Baixo Risco
1,0,0,0,50,1,0,0,0,0,0,0,0,1,0,20.15,0,19.781,0,1,1,0,0,1,7,Baixo Risco
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,44.55,0,44.55,0,0,0,1,0,1,59,Risco Medio
1,0,0,0,2,1,0,1,0,0,1,0,0,0,1,54.45,0,43.65,0,0,0,0,1,3,45,Risco Medio
1,0,0,0,17,1,0,0,0,0,0,0,0,1,1,19.65,0,20.679411764705883,0,1,0,0,0,1,21,Baixo Risco
1,0,1,1,69,1,1,0,1,1,0,1,1,2,1,105.0,0,105.7644927536232,1,0,0,1,0,6,27,Baixo Risco
1,0,1,0,72,1,1,1,1,1,1,1,1,2,1,88.7,0,87.52361111111111,0,0,1,0,0,8,5,Baixo Risco
0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,74.25,1,70.10000000000001,1,0,0,1,0,2,87,Alto Risco
1,1,1,1,50,1,1,1,1,1,0,0,1,2,1,75.15,0,76.449,0,0,0,0,0,6,10,Baixo Risco
0,0,0,0,53,1,0,0,0,0,0,0,0,2,0,20.25,0,19.782075471698118,0,1,0,0,1,1,4,Baixo Risco
0,0,1,0,58,1,1,1,1,0,1,1,1,2,1,109.1,0,110.2353448275862,1,0,1,0,0,7,16,Baixo Risco
1,0,0,0,46,0,0,1,0,0,0,0,0,1,1,30.75,0,32.37608695652174,0,0,0,0,0,1,21,Baixo Risco
1,1,1,0,72,1,1,1,1,1,1,1,1,0,1,112.9,0,111.96527777777776,1,0,1,0,0,8,36,Risco Medio
0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,74.2,1,74.2,1,0,0,1,0,2,89,Alto Risco
0,0,1,1,6,1,1,0,1,1,0,1,0,0,1,94.05,0,86.45833333333333,1,0,0,0,1,5,77,Alto Risco
1,0,1,0,72,1,1,1,1,1,1,0,1,2,0,78.85,0,80.04374999999999,0,0,0,0,0,7,3,Baixo Risco
1,0,0,0,4,1,0,0,0,0,0,0,1,0,1,55.3,0,59.625,0,0,0,0,1,2,69,Risco Medio
0,0,1,1,52,1,0,0,0,0,0,0,0,2,0,19.35,0,19.84038461538461,0,1,0,0,1,1,3,Baixo Risco
1,0,1,1,0,1,1,0,0,0,0,0,0,2,0,25.35,0,0.0,0,1,0,0,1,2,12,Baixo Risco
0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,20.45,0,17.4,0,1,0,0,1,1,22,Baixo Risco
0,0,1,0,65,1,0,0,0,0,0,0,0,2,0,19.35,0,20.30692307692308,0,1,0,0,0,1,3,Baixo Risco
1,1,1,0,43,1,1,0,1,0,0,1,1,0,1,101.0,1,102.05581395348835,1,0,0,1,0,5,80,Alto Risco
1,0,1,0,4,1,1,0,1,0,0,1,1,0,1,100.2,1,105.05,1,0,0,1,0,5,90,Alto Risco
1,1,1,0,25,1,1,1,0,0,0,0,1,1,1,89.05,1,87.098,1,0,0,1,0,4,66,Risco Medio
0,0,1,0,51,1,1,0,1,0,1,1,1,1,1,78.65,0,77.46764705882353,0,0,1,0,0,6,22,Baixo Risco
1,0,0,0,12,1,1,0,0,1,0,1,1,0,0,74.75,0,68.92083333333333,0,0,0,0,0,5,64,Risco Medio
0,0,1,1,57,1,0,1,0,0,0,1,1,1,1,70.1,1,68.65438596491228,0,0,0,0,0,4,15,Baixo Risco
0,0,1,1,24,1,0,0,0,0,0,0,0,1,0,19.9,0,22.229166666666668,0,1,0,0,1,1,11,Baixo Risco
0,0,1,0,64,1,1,0,0,1,1,0,0,1,0,58.35,0,58.69453125,0,0,0,0,0,4,9,Baixo Risco
0,0,0,0,4,1,0,0,1,1,1,1,1,1,1,105.65,1,110.975,1,0,0,1,0,6,74,Alto Risco
0,0,0,0,26,1,1,0,0,1,0,1,1,0,1,100.5,0,99.99807692307692,1,0,0,0,0,5,80,Alto Risco
0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,20.05,0,18.953333333333333,0,1,0,0,1,1,23,Baixo Risco
1,1,1,0,64,1,1,0,0,0,0,0,0,2,0,25.65,0,27.2,0,1,1,0,0,2,4,Baixo Risco
1,1,1,0,36,1,1,0,1,0,0,1,1,0,1,96.5,1,95.44722222222222,1,0,0,1,0,5,82,Alto Risco
0,0,1,0,27,1,1,0,0,0,0,1,1,0,0,95.0,0,91.20555555555556,1,0,1,0,0,4,72,Alto Risco
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,70.85,1,70.85,1,0,0,0,1,1,77,Alto Risco
0,0,0,0,35,1,1,1,0,1,1,1,1,1,1,85.95,1,88.86,0,0,1,0,0,7,26,Baixo Risco
1,0,0,0,4,1,0,0,0,1,0,0,0,0,1,73.9,1,70.2125,1,0,0,1,0,2,84,Alto Risco
0,0,1,1,8,1,0,0,0,0,0,0,0,0,1,45.45,0,51.46875,0,0,0,1,0,1,62,Risco Medio
1,0,0,0,10,1,0,0,0,0,0,0,0,0,1,20.0,0,19.86,0,1,1,0,0,1,36,Risco Medio
0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,49.2,0,51.85,0,0,0,0,1,2,52,Risco Medio
0,0,1,0,58,1,1,1,1,1,0,1,1,2,1,109.45,1,105.94051724137933,1,0,0,0,0,7,21,Baixo Risco
1,0,1,0,51,1,0,1,1,1,1,1,1,2,1,83.25,0,80.18529411764706,0,0,1,0,0,7,7,Baixo Risco
0,0,1,1,46,1,0,0,0,0,0,0,0,2,1,19.25,0,18.78695652173913,0,1,0,0,1,1,5,Baixo Risco
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,19.65,0,19.65,0,1,0,0,0,1,43,Risco Medio
1,0,0,0,46,1,1,0,0,0,0,0,0,0,0,72.8,0,70.63913043478261,1,0,0,0,0,2,52,Risco Medio
0,0,1,0,50,1,1,1,1,0,1,1,1,0,1,109.65,0,108.116,1,0,0,0,0,7,47,Risco Medio
1,0,1,1,53,1,0,0,1,0,1,1,0,0,0,65.0,0,63.46792452830189,0,0,1,0,0,4,16,Baixo Risco
1,0,1,0,61,1,1,0,1,1,1,1,1,0,1,114.1,0,116.92049180327868,1,0,0,1,0,7,61,Risco Medio
1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,20.65,0,18.71,0,1,0,0,0,1,33,Risco Medio
1,0,0,0,47,1,0,1,1,1,1,1,1,1,1,86.95,0,88.06170212765957,0,0,0,0,0,7,16,Baixo Risco
0,0,0,0,54,1,1,0,1,1,0,1,0,1,1,94.75,0,94.84722222222224,1,0,0,0,0,5,40,Risco Medio
1,0,0,1,19,0,0,0,0,0,0,0,0,0,1,25.35,0,29.794736842105262,0,0,1,0,0,0,53,Risco Medio
0,0,0,1,26,1,0,0,1,1,1,1,1,2,1,105.45,0,104.4346153846154,1,0,0,1,0,6,40,Risco Medio
1,0,1,1,70,1,1,0,0,0,0,0,0,2,0,25.4,0,25.457857142857144,0,1,0,0,1,2,2,Baixo Risco
1,0,1,0,17,1,1,0,1,1,0,1,1,0,1,102.55,0,102.5,1,0,0,1,0,6,86,Alto Risco
0,0,0,0,30,1,1,0,1,0,0,1,1,0,1,100.2,1,99.46,1,0,0,1,0,5,83,Alto Risco
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,24.0,0,24.0,0,1,0,0,1,2,35,Risco Medio
0,0,1,1,19,1,1,0,0,0,0,0,0,2,0,25.6,0,25.573684210526316,0,1,0,0,1,2,8,Baixo Risco
0,0,1,0,26,1,0,0,1,1,0,1,1,2,1,73.5,0,73.29615384615384,0,0,1,0,0,5,23,Baixo Risco
0,0,1,1,21,1,0,0,1,0,0,0,0,0,1,74.05,1,74.55714285714286,1,0,0,0,0,2,60,Risco Medio
1,0,1,0,50,1,1,0,1,0,0,1,1,1,1,98.25,0,97.174,1,0,0,1,0,5,59,Risco Medio
0,0,1,0,68,0,0,1,0,1,0,1,1,1,1,54.4,0,54.75955882352941,0,0,0,1,0,4,25,Baixo Risco
1,0,0,0,3,1,1,0,0,1,0,1,1,0,1,101.55,1,99.45,1,0,0,0,0,5,88,Alto Risco
1,0,1,1,9,1,0,0,0,1,1,1,1,0,0,103.1,0,107.82777777777778,1,0,0,1,0,5,77,Alto Risco
0,0,1,1,51,0,0,1,0,0,1,0,0,2,0,34.2,0,34.94117647058823,0,0,0,0,0,2,5,Baixo Risco
0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,43.75,0,45.077777777777776,0,0,0,1,0,1,67,Risco Medio
1,1,1,1,41,1,1,0,1,1,1,1,1,1,1,111.95,1,110.60731707317072,1,0,0,1,0,7,55,Risco Medio
